DATE,CLOSE,TICKER,OPEN,HIGH,LOW,VOLUME,HELPER
8/11/2022,72.6,VCB,72,75,71.6,1660000,67
9/11/2022,74,VCB,73.5,74.2,72.6,1210000,66
10/11/2022,72.8,VCB,73.9,73.9,71.6,958500,65
11/11/2022,75.5,VCB,73,75.5,73,1310000,64
14/11/2022,75.1,VCB,75.5,76.5,74.1,1540000,63
15/11/2022,75,VCB,74.4,76.4,72.1,1580000,62
16/11/2022,75.1,VCB,70.3,78,70.3,2350000,61
17/11/2022,76.5,VCB,76.1,76.6,75.5,1650000,60
18/11/2022,76.5,VCB,75.9,76.9,73.6,1560000,59
21/11/2022,75,VCB,76.5,76.5,75,1110000,58
22/11/2022,73.5,VCB,74.5,76,72.5,1940000,57
23/11/2022,73.5,VCB,73,73.5,72.4,794200,56
24/11/2022,73,VCB,73.5,74,72.5,1080000,55
25/11/2022,73.1,VCB,73.1,73.6,72.8,1680000,54
28/11/2022,76.7,VCB,74.5,77,73.8,1340000,53
29/11/2022,79.8,VCB,76,79.8,76,1710000,52
30/11/2022,81,VCB,80.3,81,77,1320000,51
1/12/2022,80,VCB,80.9,81.4,79.2,1180000,50
2/12/2022,85,VCB,79.9,85,79.3,1240000,49
5/12/2022,85,VCB,84.1,87,82.5,1660000,48
6/12/2022,80,VCB,85,85.2,80,1310000,47
7/12/2022,78.5,VCB,80,82,78,1460000,46
8/12/2022,77,VCB,79,81,77,2110000,45
9/12/2022,77.3,VCB,78.4,79.2,77.1,1680000,44
12/12/2022,77.4,VCB,78.8,80.5,77.4,2110000,43
13/12/2022,78.2,VCB,78.1,79.3,77.9,2230000,42
14/12/2022,78.8,VCB,79.7,79.7,78.5,1080000,41
15/12/2022,79.5,VCB,78.8,80.7,78.6,1250000,40
16/12/2022,79.7,VCB,79.5,82.9,78.9,3160000,39
19/12/2022,79.2,VCB,80,81,79,757500,38
20/12/2022,79,VCB,79.7,82,79,1420000,37
21/12/2022,78.7,VCB,81.4,81.4,78.7,962000,36
22/12/2022,79.3,VCB,79.5,81.1,79.3,1070000,35
23/12/2022,79.1,VCB,80.2,81.2,79.1,1080000,34
26/12/2022,78.9,VCB,79.2,80.8,78.9,1200000,33
27/12/2022,79.1,VCB,80.2,80.5,78.9,1060000,32
28/12/2022,80,VCB,80.4,82,79.5,1170000,31
29/12/2022,80.7,VCB,82.3,82.5,80.5,1240000,30
30/12/2022,80,VCB,82.9,83.1,80,1510000,29
3/1/2023,82.6,VCB,80.2,82.6,80.2,1090000,28
4/1/2023,82.8,VCB,82.9,82.9,81.8,837900,27
5/1/2023,84,VCB,82.8,84,82.5,1080000,26
6/1/2023,84,VCB,84,84.8,83.9,1130000,25
9/1/2023,86.9,VCB,85.8,86.9,84.8,1670000,24
10/1/2023,87.3,VCB,86.2,89.9,86.2,2110000,23
11/1/2023,85.1,VCB,87.3,87.3,85.1,983000,22
12/1/2023,84.8,VCB,85.2,85.2,83.8,1880000,21
13/01/2023,85.8,VCB,85.2,86.5,85.2,822000,20
16/01/2023,87.3,VCB,86,88.5,86,735200,19
17/01/2023,89.4,VCB,88.5,89.4,87.3,644600,18
18/01/2023,90,VCB,90,91,89.4,834000,17
19/01/2023,93,VCB,89.5,96,87.5,1720000,16
27/01/2023,93,VCB,93,94.6,91.5,1550000,15
30/01/2023,89.9,VCB,92.1,92.5,89.8,1050000,14
31/01/2023,91.9,VCB,89.9,91.9,87.8,1450000,13
1/2/2023,89.1,VCB,92,92.5,89.1,1140000,12
2/2/2023,90.6,VCB,88.6,92,88.6,984600,11
3/2/2023,93,VCB,90.3,93,89.1,893400,10
6/2/2023,96,VCB,92.6,96.3,91.5,1150000,9
7/2/2023,92,VCB,95.3,95.5,92,1200000,8
8/2/2023,94.2,VCB,92.1,96.2,92.1,884800,7
9/2/2023,93,VCB,93.8,95,93,759400,6
10/2/2023,94.5,VCB,94.5,94.5,92.8,647700,5
13/02/2023,93.5,VCB,94.8,95.4,92,872700,4
14/02/2023,92.5,VCB,93.5,93.5,91.2,1140000,3
15/02/2023,93,VCB,92.5,94.2,91.2,899300,2
16/02/2023,93.2,VCB,93,97.7,92.2,651400,1
